Country Name,Country Code,Series Name,Series Code,2023 [YR2023]
Netherlands,NLD,Government Effectiveness: Estimate,GE.EST,1.62553191184998
Netherlands,NLD,Rule of Law: Estimate,RL.EST,1.64250445365906
Netherlands,NLD,Regulatory Quality: Estimate,RQ.EST,1.79096639156342
New Zealand,NZL,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
New Zealand,NZL,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
New Zealand,NZL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
New Zealand,NZL,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
New Zealand,NZL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
New Zealand,NZL,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
New Zealand,NZL,Control of Corruption: Estimate,CC.EST,2.08409547805786
New Zealand,NZL,Government Effectiveness: Estimate,GE.EST,1.5299768447876
New Zealand,NZL,Rule of Law: Estimate,RL.EST,1.70570802688599
New Zealand,NZL,Regulatory Quality: Estimate,RQ.EST,1.91022837162018
Nicaragua,NIC,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
Nicaragua,NIC,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
Nicaragua,NIC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Nicaragua,NIC,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Nicaragua,NIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,88.3
Nicaragua,NIC,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Nicaragua,NIC,Control of Corruption: Estimate,CC.EST,-1.38844013214111
Nicaragua,NIC,Government Effectiveness: Estimate,GE.EST,-1.08494555950165
Nicaragua,NIC,Rule of Law: Estimate,RL.EST,-1.27818691730499
Nicaragua,NIC,Regulatory Quality: Estimate,RQ.EST,-0.878058850765228
Niger,NER,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
Niger,NER,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
Niger,NER,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Niger,NER,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Niger,NER,Access to electricity (% of population),EG.ELC.ACCS.ZS,20.1
Niger,NER,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Niger,NER,Control of Corruption: Estimate,CC.EST,-0.563843965530396
Niger,NER,Government Effectiveness: Estimate,GE.EST,-0.640915930271149
Niger,NER,Rule of Law: Estimate,RL.EST,-0.70808869600296
Niger,NER,Regulatory Quality: Estimate,RQ.EST,-0.816925287246704
Nigeria,NGA,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
Nigeria,NGA,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
Nigeria,NGA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Nigeria,NGA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Nigeria,NGA,Access to electricity (% of population),EG.ELC.ACCS.ZS,61.2
Nigeria,NGA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Nigeria,NGA,Control of Corruption: Estimate,CC.EST,-1.04097437858582
Nigeria,NGA,Government Effectiveness: Estimate,GE.EST,-0.847906708717346
Nigeria,NGA,Rule of Law: Estimate,RL.EST,-0.887689292430878
Nigeria,NGA,Regulatory Quality: Estimate,RQ.EST,-0.936865150928497
North Macedonia,MKD,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
North Macedonia,MKD,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
North Macedonia,MKD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
North Macedonia,MKD,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
North Macedonia,MKD,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
North Macedonia,MKD,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
North Macedonia,MKD,Control of Corruption: Estimate,CC.EST,-0.34861546754837
North Macedonia,MKD,Government Effectiveness: Estimate,GE.EST,-0.0513173453509808
North Macedonia,MKD,Rule of Law: Estimate,RL.EST,-0.168044894933701
North Macedonia,MKD,Regulatory Quality: Estimate,RQ.EST,0.427339255809784
Norway,NOR,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
Norway,NOR,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
Norway,NOR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Norway,NOR,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Norway,NOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Norway,NOR,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Norway,NOR,Control of Corruption: Estimate,CC.EST,2.11352157592773
Norway,NOR,Government Effectiveness: Estimate,GE.EST,1.79993534088135
Norway,NOR,Rule of Law: Estimate,RL.EST,1.83398151397705
Norway,NOR,Regulatory Quality: Estimate,RQ.EST,1.59752345085144
Oman,OMN,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
Oman,OMN,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
Oman,OMN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Oman,OMN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Oman,OMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Oman,OMN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Oman,OMN,Control of Corruption: Estimate,CC.EST,0.215157955884933
Oman,OMN,Government Effectiveness: Estimate,GE.EST,0.274613231420517
Oman,OMN,Rule of Law: Estimate,RL.EST,0.612812101840973
Oman,OMN,Regulatory Quality: Estimate,RQ.EST,0.434537470340729
Pakistan,PAK,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
Pakistan,PAK,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
Pakistan,PAK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Pakistan,PAK,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Pakistan,PAK,Access to electricity (% of population),EG.ELC.ACCS.ZS,95.6
Pakistan,PAK,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Pakistan,PAK,Control of Corruption: Estimate,CC.EST,-0.999357461929321
Pakistan,PAK,Government Effectiveness: Estimate,GE.EST,-0.577790379524231
Pakistan,PAK,Rule of Law: Estimate,RL.EST,-0.859885513782501
Pakistan,PAK,Regulatory Quality: Estimate,RQ.EST,-0.901008188724518
Palau,PLW,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
Palau,PLW,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
Palau,PLW,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Palau,PLW,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Palau,PLW,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Palau,PLW,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Palau,PLW,Control of Corruption: Estimate,CC.EST,0.58861643075943
Palau,PLW,Government Effectiveness: Estimate,GE.EST,0.442303985357285
Palau,PLW,Rule of Law: Estimate,RL.EST,0.935467779636383
Palau,PLW,Regulatory Quality: Estimate,RQ.EST,0.401355355978012
Panama,PAN,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
Panama,PAN,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
Panama,PAN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Panama,PAN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Panama,PAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,97
Panama,PAN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Panama,PAN,Control of Corruption: Estimate,CC.EST,-0.62809419631958
Panama,PAN,Government Effectiveness: Estimate,GE.EST,-0.209720730781555
Panama,PAN,Rule of Law: Estimate,RL.EST,-0.3459812104702
Panama,PAN,Regulatory Quality: Estimate,RQ.EST,0.118782818317413
Papua New Guinea,PNG,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
Papua New Guinea,PNG,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
Papua New Guinea,PNG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Papua New Guinea,PNG,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Papua New Guinea,PNG,Access to electricity (% of population),EG.ELC.ACCS.ZS,20.5
Papua New Guinea,PNG,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Papua New Guinea,PNG,Control of Corruption: Estimate,CC.EST,-0.657154023647308
Papua New Guinea,PNG,Government Effectiveness: Estimate,GE.EST,-0.802389979362488
Papua New Guinea,PNG,Rule of Law: Estimate,RL.EST,-0.539805591106415
Papua New Guinea,PNG,Regulatory Quality: Estimate,RQ.EST,-0.642708241939545
Paraguay,PRY,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
Paraguay,PRY,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
Paraguay,PRY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Paraguay,PRY,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Paraguay,PRY,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.8
Paraguay,PRY,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Paraguay,PRY,Control of Corruption: Estimate,CC.EST,-1.05772292613983
Paraguay,PRY,Government Effectiveness: Estimate,GE.EST,-0.462065368890762
Paraguay,PRY,Rule of Law: Estimate,RL.EST,-0.582174599170685
Paraguay,PRY,Regulatory Quality: Estimate,RQ.EST,-0.0789393484592438
Peru,PER,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
Peru,PER,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
Peru,PER,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Peru,PER,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Peru,PER,Access to electricity (% of population),EG.ELC.ACCS.ZS,96.2
Peru,PER,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Peru,PER,Control of Corruption: Estimate,CC.EST,-0.721040904521942
Peru,PER,Government Effectiveness: Estimate,GE.EST,-0.491872787475586
Peru,PER,Rule of Law: Estimate,RL.EST,-0.538132667541504
Peru,PER,Regulatory Quality: Estimate,RQ.EST,0.292205184698105
Philippines,PHL,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
Philippines,PHL,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
Philippines,PHL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Philippines,PHL,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Philippines,PHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,98
Philippines,PHL,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Philippines,PHL,Control of Corruption: Estimate,CC.EST,-0.537639975547791
Philippines,PHL,Government Effectiveness: Estimate,GE.EST,0.154091909527779
Philippines,PHL,Rule of Law: Estimate,RL.EST,-0.41814711689949
Philippines,PHL,Regulatory Quality: Estimate,RQ.EST,0.16425496339798
Poland,POL,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
Poland,POL,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
Poland,POL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Poland,POL,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Poland,POL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Poland,POL,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Poland,POL,Control of Corruption: Estimate,CC.EST,0.565399944782257
Poland,POL,Government Effectiveness: Estimate,GE.EST,0.421437799930573
Poland,POL,Rule of Law: Estimate,RL.EST,0.458741247653961
Poland,POL,Regulatory Quality: Estimate,RQ.EST,0.780193567276001
Portugal,PRT,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
Portugal,PRT,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
Portugal,PRT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Portugal,PRT,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Portugal,PRT,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Portugal,PRT,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Portugal,PRT,Control of Corruption: Estimate,CC.EST,0.696312069892883
Portugal,PRT,Government Effectiveness: Estimate,GE.EST,0.987550020217896
Portugal,PRT,Rule of Law: Estimate,RL.EST,1.06766510009766
Portugal,PRT,Regulatory Quality: Estimate,RQ.EST,0.755356550216675
Qatar,QAT,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
Qatar,QAT,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
Qatar,QAT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Qatar,QAT,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Qatar,QAT,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Qatar,QAT,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Qatar,QAT,Control of Corruption: Estimate,CC.EST,0.702209830284119
Qatar,QAT,Government Effectiveness: Estimate,GE.EST,1.19741261005402
Qatar,QAT,Rule of Law: Estimate,RL.EST,0.932885050773621
Qatar,QAT,Regulatory Quality: Estimate,RQ.EST,0.977040886878967
Romania,ROU,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
Romania,ROU,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
Romania,ROU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Romania,ROU,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Romania,ROU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Romania,ROU,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Romania,ROU,Control of Corruption: Estimate,CC.EST,0.0404953435063362
Romania,ROU,Government Effectiveness: Estimate,GE.EST,-0.0926659479737282
Romania,ROU,Rule of Law: Estimate,RL.EST,0.437425792217255
Romania,ROU,Regulatory Quality: Estimate,RQ.EST,0.318900614976883
Russian Federation,RUS,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
Russian Federation,RUS,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
Russian Federation,RUS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Russian Federation,RUS,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Russian Federation,RUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Russian Federation,RUS,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Russian Federation,RUS,Control of Corruption: Estimate,CC.EST,-1.10467827320099
Russian Federation,RUS,Government Effectiveness: Estimate,GE.EST,-0.712461888790131
Russian Federation,RUS,Rule of Law: Estimate,RL.EST,-1.18764269351959
Russian Federation,RUS,Regulatory Quality: Estimate,RQ.EST,-1.12207186222076
Rwanda,RWA,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
Rwanda,RWA,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
Rwanda,RWA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Rwanda,RWA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Rwanda,RWA,Access to electricity (% of population),EG.ELC.ACCS.ZS,63.9
Rwanda,RWA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Rwanda,RWA,Control of Corruption: Estimate,CC.EST,0.671653091907501
Rwanda,RWA,Government Effectiveness: Estimate,GE.EST,0.388362646102905
Rwanda,RWA,Rule of Law: Estimate,RL.EST,0.205150455236435
Rwanda,RWA,Regulatory Quality: Estimate,RQ.EST,0.124717451632023
Samoa,WSM,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
Samoa,WSM,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
Samoa,WSM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Samoa,WSM,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Samoa,WSM,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Samoa,WSM,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Samoa,WSM,Control of Corruption: Estimate,CC.EST,0.727086067199707
Samoa,WSM,Government Effectiveness: Estimate,GE.EST,0.492577105760574
Samoa,WSM,Rule of Law: Estimate,RL.EST,0.900673031806946
Samoa,WSM,Regulatory Quality: Estimate,RQ.EST,-0.270534545183182
San Marino,SMR,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
San Marino,SMR,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
San Marino,SMR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
San Marino,SMR,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
San Marino,SMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
San Marino,SMR,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
San Marino,SMR,Control of Corruption: Estimate,CC.EST,1.25135612487793
San Marino,SMR,Government Effectiveness: Estimate,GE.EST,1.20168173313141
San Marino,SMR,Rule of Law: Estimate,RL.EST,1.47689890861511
San Marino,SMR,Regulatory Quality: Estimate,RQ.EST,0.931279718875885
Sao Tome and Principe,STP,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
Sao Tome and Principe,STP,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
Sao Tome and Principe,STP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Sao Tome and Principe,STP,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Sao Tome and Principe,STP,Access to electricity (% of population),EG.ELC.ACCS.ZS,81.3
Sao Tome and Principe,STP,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Sao Tome and Principe,STP,Control of Corruption: Estimate,CC.EST,0.360224694013596
Sao Tome and Principe,STP,Government Effectiveness: Estimate,GE.EST,-0.90243524312973
Sao Tome and Principe,STP,Rule of Law: Estimate,RL.EST,-0.694839358329773
Sao Tome and Principe,STP,Regulatory Quality: Estimate,RQ.EST,-0.940236151218414
Saudi Arabia,SAU,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
Saudi Arabia,SAU,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
Saudi Arabia,SAU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Saudi Arabia,SAU,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Saudi Arabia,SAU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Saudi Arabia,SAU,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Saudi Arabia,SAU,Control of Corruption: Estimate,CC.EST,0.536042988300323
Saudi Arabia,SAU,Government Effectiveness: Estimate,GE.EST,0.796441078186035
Saudi Arabia,SAU,Rule of Law: Estimate,RL.EST,0.414570838212967
Saudi Arabia,SAU,Regulatory Quality: Estimate,RQ.EST,0.517070889472961
Senegal,SEN,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
Senegal,SEN,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
Senegal,SEN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Senegal,SEN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Senegal,SEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,74.2
Senegal,SEN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Senegal,SEN,Control of Corruption: Estimate,CC.EST,0.0578322261571884
Senegal,SEN,Government Effectiveness: Estimate,GE.EST,0.0696751922369003
Senegal,SEN,Rule of Law: Estimate,RL.EST,-0.273632854223251
Senegal,SEN,Regulatory Quality: Estimate,RQ.EST,-0.345079481601715
Serbia,SRB,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
Serbia,SRB,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
Serbia,SRB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Serbia,SRB,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Serbia,SRB,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Serbia,SRB,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Serbia,SRB,Control of Corruption: Estimate,CC.EST,-0.447204262018204
Serbia,SRB,Government Effectiveness: Estimate,GE.EST,0.00763431889936328
Serbia,SRB,Rule of Law: Estimate,RL.EST,-0.0745044872164726
Serbia,SRB,Regulatory Quality: Estimate,RQ.EST,0.137915700674057
Seychelles,SYC,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
Seychelles,SYC,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
Seychelles,SYC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Seychelles,SYC,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Seychelles,SYC,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Seychelles,SYC,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Seychelles,SYC,Control of Corruption: Estimate,CC.EST,1.62884771823883
Seychelles,SYC,Government Effectiveness: Estimate,GE.EST,0.624744176864624
Seychelles,SYC,Rule of Law: Estimate,RL.EST,0.432935118675232
Seychelles,SYC,Regulatory Quality: Estimate,RQ.EST,0.211075112223625
Sierra Leone,SLE,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
Sierra Leone,SLE,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
Sierra Leone,SLE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Sierra Leone,SLE,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Sierra Leone,SLE,Access to electricity (% of population),EG.ELC.ACCS.ZS,35.5
Sierra Leone,SLE,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Sierra Leone,SLE,Control of Corruption: Estimate,CC.EST,-0.574557840824127
Sierra Leone,SLE,Government Effectiveness: Estimate,GE.EST,-1.1555837392807
Sierra Leone,SLE,Rule of Law: Estimate,RL.EST,-0.832963287830353
Sierra Leone,SLE,Regulatory Quality: Estimate,RQ.EST,-1.06417989730835
Singapore,SGP,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
Singapore,SGP,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
Singapore,SGP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Singapore,SGP,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Singapore,SGP,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Singapore,SGP,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Singapore,SGP,Control of Corruption: Estimate,CC.EST,2.04018402099609
Singapore,SGP,Government Effectiveness: Estimate,GE.EST,2.31747198104858
Singapore,SGP,Rule of Law: Estimate,RL.EST,1.75317537784576
Singapore,SGP,Regulatory Quality: Estimate,RQ.EST,2.30859136581421
Slovak Republic,SVK,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
Slovak Republic,SVK,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
Slovak Republic,SVK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Slovak Republic,SVK,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Slovak Republic,SVK,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Slovak Republic,SVK,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Slovak Republic,SVK,Control of Corruption: Estimate,CC.EST,0.292565286159515
Slovak Republic,SVK,Government Effectiveness: Estimate,GE.EST,0.229512304067612
Slovak Republic,SVK,Rule of Law: Estimate,RL.EST,0.603365182876587
Slovak Republic,SVK,Regulatory Quality: Estimate,RQ.EST,0.601919114589691
Slovenia,SVN,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
Slovenia,SVN,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
Slovenia,SVN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Slovenia,SVN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Slovenia,SVN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Slovenia,SVN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Slovenia,SVN,Control of Corruption: Estimate,CC.EST,0.776647090911865
Slovenia,SVN,Government Effectiveness: Estimate,GE.EST,1.03929400444031
Slovenia,SVN,Rule of Law: Estimate,RL.EST,1.03880786895752
Slovenia,SVN,Regulatory Quality: Estimate,RQ.EST,0.731421768665314
Solomon Islands,SLB,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
Solomon Islands,SLB,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
Solomon Islands,SLB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Solomon Islands,SLB,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Solomon Islands,SLB,Access to electricity (% of population),EG.ELC.ACCS.ZS,81.3
Solomon Islands,SLB,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Solomon Islands,SLB,Control of Corruption: Estimate,CC.EST,-0.134710744023323
Solomon Islands,SLB,Government Effectiveness: Estimate,GE.EST,-0.733603537082672
